Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
637,44.34095,-72.46122,518,VT,11,Cornus,canadensis,bunchberry dogwood,Plantae,1928,233,"Young unfolded leaves (evergreen, 1 location)",2010,5,16,136,2455333,8,2010,5,30,150,2455347,-9999
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,180,>=75% of full leaf size (deciduous),2010,5,9,129,2455326,5,2010,10,31,304,2455501,5
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,181,>=50% of leaves colored (deciduous),2010,10,11,284,2455481,4,2010,10,31,304,2455501,5
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,182,All leaves colored (deciduous),2010,10,14,287,2455484,3,2010,10,31,304,2455501,5
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,183,>=50% of leaves fallen (deciduous),2010,10,28,301,2455498,2,2010,12,17,351,2455548,-9999
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,184,All leaves fallen (deciduous),2010,11,5,309,2455506,5,2010,12,17,351,2455548,-9999
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,186,Full flowering (50%),2010,5,4,124,2455321,2,2010,5,15,135,2455332,6
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,371,Breaking leaf buds,2010,4,8,98,2455295,2,2010,4,26,116,2455313,6
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,390,Ripe fruits,2010,9,28,271,2455468,8,2010,10,21,294,2455491,5
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,483,Leaves,2010,4,26,116,2455313,3,2010,10,31,304,2455501,5
1327,42.546036,-71.3545,87,MA,12,Cornus,florida,flowering dogwood,Plantae,1976,501,Open flowers,2010,5,2,122,2455319,6,2010,5,21,141,2455338,6
1401,42.450668,-85.539352,277,MI,12,Cornus,florida,flowering dogwood,Plantae,2233,371,Breaking leaf buds,2010,4,2,92,2455289,-9999,2010,4,2,92,2455289,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,180,>=75% of full leaf size (deciduous),2010,5,12,132,2455329,8,2010,11,22,326,2455523,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,181,>=50% of leaves colored (deciduous),2010,9,14,257,2455454,10,2010,11,22,326,2455523,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,182,All leaves colored (deciduous),2010,10,4,277,2455474,12,2010,11,22,326,2455523,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,183,>=50% of leaves fallen (deciduous),2010,11,4,308,2455505,6,2010,11,26,330,2455527,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,184,All leaves fallen (deciduous),2010,11,26,330,2455527,4,2010,11,26,330,2455527,-9999
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,186,Full flowering (50%),2010,5,4,124,2455321,5,2010,5,12,132,2455329,5
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,371,Breaking leaf buds,2010,4,7,97,2455294,12,2010,5,4,124,2455321,8
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,390,Ripe fruits,2010,9,14,257,2455454,10,2010,10,18,291,2455488,7
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,483,Leaves,2010,4,15,105,2455302,4,2010,11,22,326,2455523,4
1461,42.283501,-83.771729,275,MI,12,Cornus,florida,flowering dogwood,Plantae,2446,501,Open flowers,2010,4,29,119,2455316,3,2010,5,12,132,2455329,5
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,180,>=75% of full leaf size (deciduous),2010,10,7,280,2455477,181,2010,11,6,310,2455507,-9999
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,181,>=50% of leaves colored (deciduous),2010,11,6,310,2455507,10,2010,11,6,310,2455507,-9999
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,183,>=50% of leaves fallen (deciduous),2010,1,4,4,2455201,-9999,2010,1,4,4,2455201,68
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,184,All leaves fallen (deciduous),2010,1,4,4,2455201,-9999,2010,1,4,4,2455201,68
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,186,Full flowering (50%),2010,4,9,99,2455296,2,2010,4,9,99,2455296,181
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,371,Breaking leaf buds,2010,4,9,99,2455296,2,2010,4,9,99,2455296,181
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,390,Ripe fruits,2010,10,7,280,2455477,181,2010,10,19,292,2455489,8
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,483,Leaves,2010,4,9,99,2455296,2,2010,10,27,300,2455497,10
1476,34.750793,-82.344971,252,SC,12,Cornus,florida,flowering dogwood,Plantae,2518,501,Open flowers,2010,4,7,97,2455294,18,2010,4,9,99,2455296,181
1481,33.763092,-116.735123,1930,CA,70,Cornus,sericea,redosier dogwood,Plantae,2549,181,>=50% of leaves colored (deciduous),2010,10,19,292,2455489,179,2010,11,16,320,2455517,-9999
1481,33.763092,-116.735123,1930,CA,70,Cornus,sericea,redosier dogwood,Plantae,2549,182,All leaves colored (deciduous),2010,11,2,306,2455503,14,2010,11,16,320,2455517,-9999
1481,33.763092,-116.735123,1930,CA,70,Cornus,sericea,redosier dogwood,Plantae,2549,183,>=50% of leaves fallen (deciduous),2010,11,2,306,2455503,14,2010,11,16,320,2455517,-9999
1481,33.763092,-116.735123,1930,CA,70,Cornus,sericea,redosier dogwood,Plantae,2549,184,All leaves fallen (deciduous),2010,11,16,320,2455517,14,2010,11,16,320,2455517,-9999
1481,33.763092,-116.735123,1930,CA,70,Cornus,sericea,redosier dogwood,Plantae,2549,371,Breaking leaf buds,2010,4,23,113,2455310,8,2010,4,23,113,2455310,-9999
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,180,>=75% of full leaf size (deciduous),2010,4,16,106,2455303,5,2010,11,18,322,2455519,9
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,181,>=50% of leaves colored (deciduous),2010,11,4,308,2455505,6,2010,11,18,322,2455519,9
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,182,All leaves colored (deciduous),2010,11,11,315,2455512,7,2010,11,18,322,2455519,9
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,183,>=50% of leaves fallen (deciduous),2010,11,11,315,2455512,7,2010,11,18,322,2455519,9
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,184,All leaves fallen (deciduous),2010,11,27,331,2455528,9,2010,11,27,331,2455528,-9999
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,186,Full flowering (50%),2010,6,3,154,2455351,7,2010,6,3,154,2455351,7
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,371,Breaking leaf buds,2010,3,4,63,2455260,6,2010,8,20,232,2455429,7
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,483,Leaves,2010,4,11,101,2455298,17,2010,8,27,239,2455436,34
1484,47.776241,-122.377419,98,WA,70,Cornus,sericea,redosier dogwood,Plantae,2559,501,Open flowers,2010,5,20,140,2455337,7,2010,6,3,154,2455351,7
1559,39.289673,-123.373718,212,CA,69,Cornus,nuttallii,Pacific dogwood,Plantae,2797,180,>=75% of full leaf size (deciduous),2010,4,17,107,2455304,-9999,2010,4,17,107,2455304,-9999
1559,39.289673,-123.373718,212,CA,69,Cornus,nuttallii,Pacific dogwood,Plantae,2797,186,Full flowering (50%),2010,6,4,155,2455352,-9999,2010,6,4,155,2455352,-9999
1559,39.289673,-123.373718,212,CA,69,Cornus,nuttallii,Pacific dogwood,Plantae,2797,371,Breaking leaf buds,2010,4,17,107,2455304,-9999,2010,4,17,107,2455304,-9999
1559,39.289673,-123.373718,212,CA,69,Cornus,nuttallii,Pacific dogwood,Plantae,2797,483,Leaves,2010,4,17,107,2455304,-9999,2010,4,17,107,2455304,-9999
1559,39.289673,-123.373718,212,CA,69,Cornus,nuttallii,Pacific dogwood,Plantae,2797,501,Open flowers,2010,5,3,123,2455320,-9999,2010,6,4,155,2455352,-9999
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,2860,180,>=75% of full leaf size (deciduous),2010,5,8,128,2455325,15,2010,5,8,128,2455325,8
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,2860,186,Full flowering (50%),2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,2860,371,Breaking leaf buds,2010,4,9,99,2455296,-9999,2010,4,9,99,2455296,7
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,2860,483,Leaves,2010,4,16,106,2455303,7,2010,6,17,168,2455365,-9999
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,2860,501,Open flowers,2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,180,>=75% of full leaf size (deciduous),2010,5,3,123,2455320,5,2010,10,9,282,2455479,-9999
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,181,>=50% of leaves colored (deciduous),2010,9,29,272,2455469,10,2010,10,9,282,2455479,-9999
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,182,All leaves colored (deciduous),2010,10,9,282,2455479,10,2010,10,9,282,2455479,-9999
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,186,Full flowering (50%),2010,4,15,105,2455302,5,2010,4,15,105,2455302,3
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,371,Breaking leaf buds,2010,4,8,98,2455295,5,2010,6,20,171,2455368,15
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,390,Ripe fruits,2010,8,28,240,2455437,6,2010,10,9,282,2455479,-9999
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,483,Leaves,2010,4,8,98,2455295,5,2010,10,9,282,2455479,-9999
1579,38.25724,-85.633087,164,KY,12,Cornus,florida,flowering dogwood,Plantae,2881,501,Open flowers,2010,4,8,98,2455295,5,2010,4,18,108,2455305,4
1192,40.373085,-74.121124,42,NJ,12,Cornus,florida,flowering dogwood,Plantae,2995,180,>=75% of full leaf size (deciduous),2010,4,19,109,2455306,10,2010,4,29,119,2455316,-9999
1192,40.373085,-74.121124,42,NJ,12,Cornus,florida,flowering dogwood,Plantae,2995,186,Full flowering (50%),2010,4,19,109,2455306,10,2010,4,29,119,2455316,-9999
1192,40.373085,-74.121124,42,NJ,12,Cornus,florida,flowering dogwood,Plantae,2995,371,Breaking leaf buds,2010,4,4,94,2455291,-9999,2010,4,19,109,2455306,10
1192,40.373085,-74.121124,42,NJ,12,Cornus,florida,flowering dogwood,Plantae,2995,483,Leaves,2010,4,8,98,2455295,4,2010,4,29,119,2455316,-9999
1192,40.373085,-74.121124,42,NJ,12,Cornus,florida,flowering dogwood,Plantae,2995,501,Open flowers,2010,4,8,98,2455295,4,2010,4,29,119,2455316,-9999
183,48.614853,-100.726822,438,ND,70,Cornus,sericea,redosier dogwood,Plantae,3026,186,Full flowering (50%),2010,5,26,146,2455343,6,2010,5,26,146,2455343,-9999
183,48.614853,-100.726822,438,ND,70,Cornus,sericea,redosier dogwood,Plantae,3026,371,Breaking leaf buds,2010,4,21,111,2455308,-9999,2010,5,26,146,2455343,-9999
183,48.614853,-100.726822,438,ND,70,Cornus,sericea,redosier dogwood,Plantae,3026,483,Leaves,2010,4,26,116,2455313,5,2010,5,26,146,2455343,-9999
183,48.614853,-100.726822,438,ND,70,Cornus,sericea,redosier dogwood,Plantae,3026,501,Open flowers,2010,5,20,140,2455337,24,2010,5,26,146,2455343,-9999
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3133,180,>=75% of full leaf size (deciduous),2010,5,8,128,2455325,15,2010,5,8,128,2455325,8
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3133,186,Full flowering (50%),2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3133,371,Breaking leaf buds,2010,4,9,99,2455296,-9999,2010,4,9,99,2455296,7
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3133,483,Leaves,2010,4,16,106,2455303,7,2010,6,17,168,2455365,-9999
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3133,501,Open flowers,2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,180,>=75% of full leaf size (deciduous),2010,5,8,128,2455325,15,2010,5,8,128,2455325,8
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,186,Full flowering (50%),2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,371,Breaking leaf buds,2010,4,9,99,2455296,-9999,2010,4,9,99,2455296,7
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,390,Ripe fruits,2010,6,6,157,2455354,21,2010,6,6,157,2455354,11
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,483,Leaves,2010,4,16,106,2455303,7,2010,6,17,168,2455365,-9999
1572,44.588772,-93.004623,308,MN,70,Cornus,sericea,redosier dogwood,Plantae,3134,501,Open flowers,2010,5,16,136,2455333,8,2010,5,16,136,2455333,21
5952,45.407852,-93.200974,281,MN,11,Cornus,canadensis,bunchberry dogwood,Plantae,3200,232,Emerging leaves (1 location),2010,4,16,106,2455303,4,2010,6,1,152,2455349,7
5952,45.407852,-93.200974,281,MN,11,Cornus,canadensis,bunchberry dogwood,Plantae,3200,233,"Young unfolded leaves (evergreen, 1 location)",2010,4,23,113,2455310,7,2010,9,8,251,2455448,8
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,180,>=75% of full leaf size (deciduous),2010,5,31,151,2455348,6,2010,7,12,193,2455390,28
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,180,>=75% of full leaf size (deciduous),2010,9,4,247,2455444,26,2010,9,28,271,2455468,9
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,181,>=50% of leaves colored (deciduous),2010,9,28,271,2455468,24,2010,9,28,271,2455468,9
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,184,All leaves fallen (deciduous),2010,10,7,280,2455477,9,2010,10,7,280,2455477,-9999
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,186,Full flowering (50%),2010,6,14,165,2455362,14,2010,6,14,165,2455362,8
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,483,Leaves,2010,5,25,145,2455342,5,2010,5,25,145,2455342,6
1598,48.051636,-92.766304,395,MN,70,Cornus,sericea,redosier dogwood,Plantae,3415,483,Leaves,2010,8,9,221,2455418,28,2010,8,9,221,2455418,26
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,181,>=50% of leaves colored (deciduous),2010,10,5,278,2455475,3,2010,11,3,307,2455504,-9999
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,182,All leaves colored (deciduous),2010,10,16,289,2455486,6,2010,11,3,307,2455504,-9999
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,183,>=50% of leaves fallen (deciduous),2010,11,3,307,2455504,68,2010,11,3,307,2455504,-9999
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,184,All leaves fallen (deciduous),2010,11,5,309,2455506,2,2010,11,5,309,2455506,-9999
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,186,Full flowering (50%),2010,4,17,107,2455304,1,2010,4,17,107,2455304,5
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,371,Breaking leaf buds,2010,4,2,92,2455289,-9999,2010,4,4,94,2455291,142
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,390,Ripe fruits,2010,8,27,239,2455436,127,2010,8,27,239,2455436,36
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,483,Leaves,2010,4,4,94,2455291,2,2010,8,27,239,2455436,-9999
1385,38.845295,-77.329628,121,VA,12,Cornus,florida,flowering dogwood,Plantae,3675,501,Open flowers,2010,4,12,102,2455299,1,2010,4,22,112,2455309,124
5952,45.407852,-93.200974,281,MN,11,Cornus,canadensis,bunchberry dogwood,Plantae,3800,201,Open flowers (1 location),2010,5,26,146,2455343,7,2010,5,26,146,2455343,6
5952,45.407852,-93.200974,281,MN,11,Cornus,canadensis,bunchberry dogwood,Plantae,3800,201,Open flowers (1 location),2010,6,16,167,2455364,8,2010,6,16,167,2455364,6
5952,45.407852,-93.200974,281,MN,11,Cornus,canadensis,bunchberry dogwood,Plantae,3800,232,Emerging leaves (1 location),2010,4,16,106,2455303,4,2010,6,1,152,2455349,7
